label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
point_right,0.0,0.0,0.0,0.010273469,-0.18863414,-0.07548594,-0.024890842,-0.37281358,-0.1368015,-0.06222723,-0.49927843,-0.20008418,-0.111750945,-0.60004616,-0.26310953,-0.315908,-0.48314202,-0.090918295,-0.5073576,-0.59102046,-0.1643435,-0.6305848,-0.63797975,-0.21534154,-0.7426652,-0.6696598,-0.2520103,-0.3493776,-0.36167684,-0.10492259,-0.44319257,-0.5088677,-0.22273253,-0.3090485,-0.5451216,-0.2740125,-0.19660555,-0.52806634,-0.2872422,-0.36020994,-0.21895064,-0.12453623,-0.44325894,-0.33649418,-0.22721449,-0.30897623,-0.37943503,-0.22783269,-0.20032427,-0.36765417,-0.20519951,-0.3546924,-0.056691878,-0.15068126,-0.45110324,-0.1408868,-0.21845075,-0.36207658,-0.19014671,-0.20697564,-0.27071083,-0.1902662,-0.18313769
point_right,0.0,0.0,0.0,0.013437859,-0.17393562,-0.07450868,-0.01862961,-0.355506,-0.13994294,-0.042555526,-0.49269485,-0.20797952,-0.087156095,-0.61574847,-0.27644503,-0.30069122,-0.47903192,-0.104409784,-0.48869503,-0.59914047,-0.18223657,-0.6141924,-0.6508119,-0.23489657,-0.725396,-0.6883287,-0.27283385,-0.33762068,-0.36226884,-0.12257121,-0.4114444,-0.5435829,-0.24213731,-0.27821428,-0.5929629,-0.29478076,-0.16591926,-0.58122236,-0.31081644,-0.35010797,-0.22124153,-0.14584765,-0.4103574,-0.36410376,-0.25252992,-0.27015364,-0.4041617,-0.25469413,-0.15993547,-0.38779542,-0.23381838,-0.34534508,-0.05856661,-0.17531505,-0.43267757,-0.166899,-0.24811828,-0.34255624,-0.21839313,-0.23817363,-0.2509787,-0.21813105,-0.21565507
point_right,0.0,0.0,0.0,0.017214673,-0.19063576,-0.07109936,-0.00844475,-0.38149694,-0.1308053,-0.040795863,-0.5118029,-0.19296817,-0.080524586,-0.6192695,-0.25540867,-0.29396504,-0.5056774,-0.084203385,-0.48202756,-0.6163197,-0.15409903,-0.60701895,-0.6643676,-0.20299967,-0.7157068,-0.6983979,-0.23885293,-0.33163115,-0.38489583,-0.100181095,-0.40771884,-0.53811413,-0.21238323,-0.27836,-0.5732226,-0.2643916,-0.16830145,-0.56295973,-0.2801133,-0.34677115,-0.239153,-0.121593066,-0.41241175,-0.35921645,-0.22219928,-0.28021,-0.40296933,-0.22636095,-0.17143959,-0.40389165,-0.2076783,-0.34545177,-0.069991864,-0.14881803,-0.41941655,-0.1593574,-0.216105,-0.3281015,-0.20781098,-0.2072238,-0.23868546,-0.21886261,-0.18618135
point_right,0.0,0.0,0.0,0.013613433,-0.18008994,-0.070722416,-0.018368058,-0.36674434,-0.13029498,-0.048093148,-0.5021598,-0.1925632,-0.08399491,-0.61910397,-0.25458595,-0.29492474,-0.487331,-0.08994044,-0.48572108,-0.6040341,-0.16309403,-0.6090001,-0.6555918,-0.21247755,-0.72001547,-0.69395494,-0.24797222,-0.3294144,-0.37154981,-0.1058324,-0.40917125,-0.5268719,-0.22150931,-0.27870774,-0.56632787,-0.27169958,-0.17064059,-0.55798024,-0.2854449,-0.34252408,-0.23323558,-0.12710524,-0.40979823,-0.3578327,-0.23004627,-0.27542898,-0.40143314,-0.23117244,-0.16789657,-0.39712086,-0.20909353,-0.3406412,-0.07378859,-0.15428813,-0.42873713,-0.16812065,-0.22128223,-0.34162852,-0.2131063,-0.20931327,-0.25356105,-0.21452625,-0.18555859
point_right,0.0,0.0,0.0,0.0242007,-0.18373886,-0.076610565,0.0038533292,-0.38153607,-0.1447333,-0.011693639,-0.52346885,-0.21524137,-0.04861346,-0.63060814,-0.28737685,-0.2633635,-0.4974684,-0.10886467,-0.45819452,-0.62574303,-0.18922079,-0.58111507,-0.68210965,-0.24459548,-0.6931332,-0.72080666,-0.28454703,-0.30208507,-0.3853406,-0.12826747,-0.39389792,-0.58269423,-0.25172302,-0.25933474,-0.6245647,-0.30931184,-0.14844738,-0.6056495,-0.32790348,-0.320626,-0.25009876,-0.15259866,-0.40180832,-0.4062169,-0.26051664,-0.26626232,-0.44943687,-0.26788375,-0.15741734,-0.43518007,-0.250566,-0.32496735,-0.09219885,-0.18317783,-0.41967896,-0.21066993,-0.2558355,-0.32848978,-0.26203036,-0.24864654,-0.23534788,-0.25702035,-0.22923121
point_right,0.0,0.0,0.0,0.01829867,-0.19000782,-0.06730151,-0.0028779819,-0.3972057,-0.12434821,-0.02088753,-0.54411906,-0.18417107,-0.04449884,-0.66517514,-0.24598536,-0.24705292,-0.49847844,-0.09284576,-0.43817207,-0.63334864,-0.1638533,-0.5603931,-0.69745916,-0.21140628,-0.6711555,-0.74131376,-0.24605826,-0.28500584,-0.39087653,-0.10989245,-0.37331423,-0.57090014,-0.22313118,-0.25110048,-0.61405677,-0.27544224,-0.14904097,-0.60134757,-0.291298,-0.3044833,-0.26121792,-0.13106908,-0.3915256,-0.40689376,-0.23072842,-0.26611653,-0.45792103,-0.23512143,-0.16250691,-0.45682922,-0.21653785,-0.31222224,-0.10800535,-0.15776607,-0.40704733,-0.22350374,-0.22556977,-0.32122007,-0.27122322,-0.21691097,-0.23378317,-0.2706689,-0.19642393
point_right,0.0,0.0,0.0,0.018394357,-0.18451189,-0.077156745,-0.013167733,-0.37264293,-0.13959351,-0.04910821,-0.5036734,-0.20382965,-0.085467644,-0.6268579,-0.26861742,-0.2811755,-0.48455533,-0.09770981,-0.48103133,-0.6050686,-0.17167222,-0.6084837,-0.6571331,-0.21962665,-0.7205755,-0.69337344,-0.253622,-0.3197184,-0.36704516,-0.11176774,-0.41107446,-0.5363344,-0.23071983,-0.283535,-0.579099,-0.28267628,-0.1727183,-0.56708056,-0.29621553,-0.33678606,-0.2278849,-0.13155,-0.41341972,-0.3622337,-0.23795637,-0.2833699,-0.40308535,-0.24333821,-0.17641994,-0.39470452,-0.22287707,-0.33994162,-0.06660528,-0.15750918,-0.44082052,-0.16071683,-0.22896191,-0.35577595,-0.21124493,-0.22242865,-0.26513892,-0.21912555,-0.20194119
point_right,0.0,0.0,0.0,0.010543424,-0.18435003,-0.06093386,-0.022874579,-0.3872265,-0.11058228,-0.049301907,-0.53668344,-0.16479124,-0.11660082,-0.620056,-0.21954665,-0.31053695,-0.49935675,-0.07122596,-0.49340302,-0.6115912,-0.14265598,-0.6113271,-0.660486,-0.19311999,-0.72218555,-0.6916963,-0.22964291,-0.34724167,-0.38656878,-0.09176691,-0.44873232,-0.5448076,-0.20357771,-0.31458455,-0.58526,-0.25574723,-0.20755436,-0.5747594,-0.2710266,-0.36185136,-0.24466114,-0.11790569,-0.44383535,-0.3670112,-0.2212994,-0.3016555,-0.41122672,-0.22756137,-0.19211775,-0.40642366,-0.20861515,-0.3593423,-0.08161275,-0.14902362,-0.45142758,-0.17041087,-0.22088388,-0.35698053,-0.21775293,-0.2148535,-0.26404575,-0.21888131,-0.19508766
point_right,0.0,0.0,0.0,0.029330684,-0.18261772,-0.06747126,0.014998467,-0.37982783,-0.12576447,-0.006987519,-0.52486503,-0.18802719,-0.02991597,-0.66043115,-0.25036332,-0.24548815,-0.50594753,-0.08911094,-0.4329221,-0.6344986,-0.1616138,-0.55524635,-0.6988177,-0.20766632,-0.6593747,-0.75181174,-0.24051873,-0.2897415,-0.40887678,-0.10632713,-0.3468629,-0.5991849,-0.21988414,-0.22174537,-0.6373833,-0.26904672,-0.12046483,-0.6215104,-0.28171608,-0.31386,-0.27941757,-0.12860045,-0.3502028,-0.43458074,-0.23543316,-0.21617284,-0.45731804,-0.2399355,-0.11688248,-0.43528643,-0.21837811,-0.32494634,-0.12754153,-0.15587053,-0.38906947,-0.2365277,-0.22692874,-0.2966405,-0.27488407,-0.21795543,-0.20610623,-0.2665232,-0.19512893
point_right,0.0,0.0,0.0,0.027158724,-0.18229847,-0.058844924,0.006737132,-0.3806203,-0.11682978,-0.009627344,-0.52584666,-0.17976806,-0.017399294,-0.65973437,-0.24509798,-0.24785078,-0.49878672,-0.099855,-0.43861467,-0.63218373,-0.174576,-0.55619687,-0.69839627,-0.2216115,-0.66139066,-0.7500388,-0.25590473,-0.2875487,-0.39801222,-0.125826,-0.3663785,-0.6004617,-0.24498034,-0.22554882,-0.6404012,-0.2969325,-0.11068028,-0.6152223,-0.3106071,-0.30218357,-0.26692986,-0.15453967,-0.34765822,-0.41855818,-0.26221037,-0.20392857,-0.44952542,-0.2691355,-0.09859299,-0.4279003,-0.25022635,-0.30142492,-0.113575846,-0.18733974,-0.36860245,-0.21879111,-0.2595587,-0.2756862,-0.26506945,-0.2532695,-0.18598643,-0.26138437,-0.2338396
point_right,0.0,0.0,0.0,0.03160713,-0.21675977,-0.06303707,0.023438497,-0.4374474,-0.120011955,0.0025299704,-0.57962096,-0.18126978,-0.02662276,-0.59157807,-0.2461589,-0.2680695,-0.51053303,-0.089915104,-0.457607,-0.6319773,-0.16206303,-0.57583743,-0.69245887,-0.21358791,-0.67624235,-0.7366764,-0.25141066,-0.3039357,-0.3894345,-0.11229311,-0.38163197,-0.54608744,-0.22422412,-0.26168156,-0.5955718,-0.27847552,-0.15036249,-0.5910963,-0.29743686,-0.31571525,-0.24584608,-0.13881744,-0.38132066,-0.36761686,-0.2342386,-0.25976777,-0.42820296,-0.24572042,-0.15043163,-0.44331104,-0.2349157,-0.30980608,-0.08459179,-0.17122604,-0.37357575,-0.16786115,-0.23302191,-0.2882145,-0.21716669,-0.23022668,-0.19762611,-0.23323222,-0.21704595
point_right,0.0,0.0,0.0,0.015319663,-0.17002732,-0.09077406,-0.020233894,-0.34522545,-0.16273345,-0.06110054,-0.46481696,-0.23540603,-0.09872896,-0.5779538,-0.30903003,-0.31506914,-0.4481811,-0.12117446,-0.52637595,-0.5621768,-0.20960903,-0.6594344,-0.6021907,-0.26514053,-0.7768201,-0.6297192,-0.30322552,-0.34921113,-0.3165715,-0.13463199,-0.4344971,-0.47123602,-0.27239564,-0.282425,-0.4912172,-0.32569456,-0.163211,-0.47260648,-0.33578813,-0.35810545,-0.16370691,-0.15521416,-0.4190496,-0.28159985,-0.2804809,-0.26612204,-0.31028903,-0.2807506,-0.1550981,-0.30067003,-0.25138962,-0.35001212,0.008253969,-0.18290879,-0.45145267,-0.061940774,-0.26443234,-0.35529697,-0.11678437,-0.25344002,-0.2578863,-0.13407552,-0.22699088
point_right,0.0,0.0,0.0,0.0054579447,-0.18148488,-0.07191059,-0.03408638,-0.3630128,-0.13238622,-0.06790749,-0.49329317,-0.1956894,-0.112928554,-0.60796094,-0.25804374,-0.31793553,-0.47537446,-0.090927474,-0.5164314,-0.5778223,-0.16766644,-0.64216053,-0.6217863,-0.21950215,-0.7572407,-0.6531327,-0.25634432,-0.35290736,-0.3497171,-0.107648104,-0.43812644,-0.5066506,-0.23134485,-0.301702,-0.5435864,-0.28201267,-0.19062497,-0.5295199,-0.29312512,-0.3655865,-0.20405635,-0.13010257,-0.43782946,-0.32699102,-0.24078153,-0.2970881,-0.3614214,-0.23974134,-0.18531771,-0.34952503,-0.21304652,-0.36236617,-0.040598363,-0.15847991,-0.45505828,-0.11862012,-0.23267627,-0.3618476,-0.15954766,-0.220111,-0.27001765,-0.159828,-0.19300586
point_right,0.0,0.0,0.0,0.005155841,-0.17781794,-0.07369414,-0.032749273,-0.36121526,-0.13780934,-0.06940536,-0.4932478,-0.20503566,-0.11224838,-0.6160674,-0.27313554,-0.3182604,-0.46399963,-0.10234819,-0.5163832,-0.57763284,-0.17818259,-0.6422818,-0.62401074,-0.22539887,-0.75673836,-0.6537146,-0.25920764,-0.3524281,-0.3390118,-0.120311745,-0.43767223,-0.507949,-0.2425842,-0.29139253,-0.5465387,-0.29067123,-0.17536812,-0.5262181,-0.3006836,-0.3610785,-0.19345966,-0.14344253,-0.4316032,-0.32515776,-0.25482684,-0.28432578,-0.37622723,-0.25383893,-0.170772,-0.36861134,-0.22770615,-0.3534078,-0.028290212,-0.17217113,-0.45763603,-0.117988735,-0.24583706,-0.36233738,-0.17875534,-0.2328237,-0.26337782,-0.18762636,-0.20679553
point_right,0.0,0.0,0.0,0.0017114942,-0.17610851,-0.07006225,-0.037892427,-0.35400072,-0.13094868,-0.075693384,-0.48215908,-0.19522777,-0.115647204,-0.60294306,-0.25989807,-0.3256386,-0.46036386,-0.093716614,-0.52285236,-0.56851184,-0.16659312,-0.6479856,-0.61597055,-0.21256019,-0.7603068,-0.6495609,-0.24487007,-0.35902104,-0.336242,-0.11138011,-0.44738,-0.49237257,-0.22858745,-0.31020468,-0.5347266,-0.2749176,-0.19599923,-0.52416736,-0.28423008,-0.3679448,-0.19004141,-0.1342035,-0.4338057,-0.31766227,-0.24209669,-0.29157528,-0.35865209,-0.24088922,-0.17966498,-0.34844515,-0.21460845,-0.36198723,-0.022568498,-0.16232044,-0.45592892,-0.10778953,-0.23243721,-0.3648879,-0.16425802,-0.21907146,-0.27202043,-0.17564437,-0.19260766
point_right,0.0,0.0,0.0,0.0075023896,-0.183353,-0.0658645,-0.027567679,-0.37485453,-0.12315813,-0.05304232,-0.5211965,-0.18419895,-0.09863428,-0.6452944,-0.24503714,-0.29872644,-0.4899293,-0.08701037,-0.48963436,-0.6023868,-0.15914868,-0.61347884,-0.65278804,-0.20739675,-0.7248371,-0.6889171,-0.24216856,-0.3334638,-0.37696648,-0.10487183,-0.41536126,-0.5436441,-0.22075453,-0.285092,-0.59703034,-0.27196458,-0.17666835,-0.5935538,-0.28595886,-0.34686357,-0.23967321,-0.12748705,-0.41609728,-0.36617362,-0.23173164,-0.27963623,-0.41754302,-0.23446612,-0.17010766,-0.4170414,-0.21295731,-0.34527636,-0.081628546,-0.15538831,-0.43161997,-0.17761157,-0.22498724,-0.34496516,-0.22552635,-0.2148002,-0.25801834,-0.2263907,-0.19176327
point_right,0.0,0.0,0.0,0.016851733,-0.18260558,-0.0714607,-0.010750056,-0.3743542,-0.13721748,-0.03339998,-0.51804733,-0.20515998,-0.07039742,-0.65472966,-0.2748784,-0.2756688,-0.48654562,-0.11308116,-0.47170445,-0.60602665,-0.1899644,-0.5949793,-0.6613037,-0.23937453,-0.7106347,-0.70355815,-0.27608776,-0.31207225,-0.37911296,-0.13317923,-0.4032128,-0.5749509,-0.2512991,-0.26773533,-0.62915564,-0.30277875,-0.16067134,-0.61799556,-0.3192008,-0.32521886,-0.2437584,-0.15704207,-0.40454683,-0.39831042,-0.26387104,-0.26352397,-0.4493534,-0.26723713,-0.1536582,-0.4407067,-0.24823447,-0.32264844,-0.08409539,-0.18622416,-0.42250675,-0.19267182,-0.26151317,-0.3310248,-0.25233066,-0.25456968,-0.23750976,-0.25691527,-0.23528303
point_right,0.0,0.0,0.0,0.01765095,-0.18797496,-0.05765494,-0.006818361,-0.39894202,-0.11044296,-0.025103437,-0.5541595,-0.16726354,-0.063240446,-0.6800037,-0.22658786,-0.25392655,-0.48347393,-0.09926102,-0.44897974,-0.6241138,-0.16901751,-0.56710124,-0.68937707,-0.21260644,-0.67664206,-0.7363092,-0.24451354,-0.289072,-0.3866848,-0.121851765,-0.3779753,-0.59083587,-0.22990902,-0.24970292,-0.64700687,-0.27706364,-0.14736517,-0.6364079,-0.2921274,-0.30457142,-0.26023993,-0.1470842,-0.38669902,-0.42459437,-0.24452065,-0.25407073,-0.47105604,-0.24799831,-0.14916097,-0.45869717,-0.2312595,-0.30923,-0.10996216,-0.17659195,-0.4017199,-0.222744,-0.24569836,-0.3126324,-0.27678773,-0.23924634,-0.22183864,-0.27650633,-0.22156367
point_right,0.0,0.0,0.0,0.019480977,-0.17134364,-0.05919174,-0.009518383,-0.37272996,-0.11244343,-0.0336159,-0.5227357,-0.17005394,-0.032893058,-0.6617178,-0.22761934,-0.25364766,-0.4952393,-0.07723099,-0.44081494,-0.62927634,-0.14442237,-0.55607736,-0.70240384,-0.18809034,-0.6536086,-0.75683,-0.2200768,-0.29608312,-0.3995706,-0.095504224,-0.3506548,-0.60086524,-0.20428678,-0.22230789,-0.63029194,-0.24881516,-0.1250442,-0.5968174,-0.2586114,-0.31832725,-0.27439153,-0.118189834,-0.36256328,-0.4246274,-0.21655355,-0.23261243,-0.4340031,-0.21319754,-0.13996202,-0.39794067,-0.1883016,-0.3270709,-0.12803213,-0.14590265,-0.37697124,-0.24035616,-0.21219085,-0.29210693,-0.27596712,-0.20060293,-0.21958573,-0.26635498,-0.17693068
point_right,0.0,0.0,0.0,0.019945474,-0.18887052,-0.06750127,-0.0061129043,-0.37741375,-0.13230288,-0.026878437,-0.51442206,-0.20050779,-0.03552107,-0.649772,-0.2701665,-0.26941523,-0.48849565,-0.10452212,-0.4538877,-0.62309515,-0.18014924,-0.5713493,-0.68708897,-0.22853366,-0.6784345,-0.73465806,-0.2641419,-0.30650628,-0.38203326,-0.124955915,-0.3776035,-0.57456684,-0.24366488,-0.24002701,-0.62361926,-0.29455984,-0.12889107,-0.6109044,-0.3090813,-0.3205482,-0.24896324,-0.14886259,-0.38198575,-0.3919802,-0.25422633,-0.24385737,-0.43426275,-0.25802383,-0.13666059,-0.42114982,-0.23881173,-0.31971413,-0.09149403,-0.1778132,-0.38909522,-0.1946662,-0.24996865,-0.29193157,-0.24372873,-0.24224925,-0.1982665,-0.2411953,-0.2217122
point_right,0.0,0.0,0.0,0.008641325,-0.17286573,-0.07997193,-0.030747488,-0.3582554,-0.14649911,-0.06672466,-0.4957352,-0.21372882,-0.11241812,-0.6219162,-0.2820672,-0.31528616,-0.46211246,-0.11141778,-0.5150828,-0.5755828,-0.18781425,-0.64141953,-0.62232655,-0.23651917,-0.75758255,-0.652736,-0.27158996,-0.35185215,-0.33639565,-0.12711155,-0.4572136,-0.50841916,-0.24727713,-0.32269865,-0.54929894,-0.29576337,-0.20972994,-0.53243333,-0.30743352,-0.36366183,-0.18910919,-0.14790128,-0.45573246,-0.32433832,-0.2547449,-0.31808928,-0.37002105,-0.25447503,-0.20737505,-0.35921445,-0.23138161,-0.36033314,-0.020471273,-0.17509441,-0.47537056,-0.1154066,-0.24850874,-0.3808191,-0.17032202,-0.23718657,-0.2819827,-0.17350872,-0.21350355
point_right,0.0,0.0,0.0,0.009360584,-0.1725511,-0.08670339,-0.028994974,-0.35118526,-0.15609239,-0.07005188,-0.4825092,-0.22674401,-0.117648214,-0.6077701,-0.2978343,-0.3162417,-0.46772075,-0.11370808,-0.51564884,-0.5805096,-0.19548622,-0.64345753,-0.6238335,-0.24558592,-0.75924444,-0.65080225,-0.27968365,-0.35626417,-0.3386515,-0.12797168,-0.45924664,-0.5046121,-0.25927335,-0.31663093,-0.54063237,-0.31092113,-0.19611049,-0.5204116,-0.3199028,-0.37057006,-0.18833743,-0.14864059,-0.44257984,-0.31690165,-0.26996478,-0.29206342,-0.35124657,-0.27399132,-0.17558318,-0.33392015,-0.24720973,-0.3687527,-0.019749852,-0.17576882,-0.4819015,-0.09907814,-0.25643176,-0.38547647,-0.15764923,-0.24742839,-0.2819908,-0.16766721,-0.22193506
point_right,0.0,0.0,0.0,-0.0021145088,-0.17812116,-0.07553937,-0.044305734,-0.36646524,-0.1351404,-0.08237703,-0.50328237,-0.19841895,-0.15250242,-0.5715198,-0.26212397,-0.3385204,-0.45982558,-0.09506488,-0.53713244,-0.5616992,-0.17187297,-0.66061044,-0.60139376,-0.2227325,-0.7761739,-0.6305154,-0.25802642,-0.373334,-0.32922792,-0.112149104,-0.47017848,-0.47681484,-0.23734157,-0.33268732,-0.5060764,-0.28893715,-0.21863458,-0.4868735,-0.3000728,-0.38517535,-0.17847875,-0.13554734,-0.46772683,-0.29940882,-0.24758038,-0.3224403,-0.3351218,-0.25151727,-0.20254938,-0.32367015,-0.22723092,-0.3807517,-0.013790467,-0.16556884,-0.49705383,-0.08545518,-0.2392759,-0.41221312,-0.1375874,-0.23221761,-0.31456724,-0.1487469,-0.20984738
point_right,0.0,0.0,0.0,0.013093886,-0.18981835,-0.06142271,-0.012244945,-0.3959623,-0.11452257,-0.03390903,-0.5498306,-0.17088427,-0.08550066,-0.6702499,-0.22834381,-0.2724777,-0.50897384,-0.08554971,-0.4672887,-0.6216234,-0.15722969,-0.59584457,-0.66989535,-0.20602338,-0.708007,-0.70620227,-0.24109931,-0.31441224,-0.40512305,-0.10548587,-0.4277607,-0.58023405,-0.2124966,-0.30549616,-0.6269086,-0.26233256,-0.19666232,-0.6198265,-0.2779155,-0.3357273,-0.26778734,-0.12955461,-0.4243012,-0.41465163,-0.22805205,-0.29624432,-0.451405,-0.23212357,-0.19162412,-0.4370487,-0.21402751,-0.34246242,-0.10512337,-0.1585171,-0.4395189,-0.21356237,-0.22839732,-0.3518196,-0.25877333,-0.22095901,-0.26076043,-0.25185215,-0.20105918
point_right,0.0,0.0,0.0,0.018126324,-0.18513156,-0.06801919,-0.010868736,-0.3887615,-0.13003665,-0.03773861,-0.5430225,-0.19443886,-0.075885445,-0.6883949,-0.26086384,-0.27293953,-0.48588288,-0.109337404,-0.46975386,-0.6106553,-0.18450963,-0.58981603,-0.6696435,-0.23191099,-0.7034444,-0.7107471,-0.26647738,-0.3109542,-0.38635063,-0.12931535,-0.41470113,-0.5879577,-0.24089818,-0.2856562,-0.6382623,-0.28711045,-0.18533073,-0.6203944,-0.30121958,-0.32837424,-0.25516927,-0.15283784,-0.425225,-0.41811523,-0.25785187,-0.28530926,-0.4494507,-0.2565461,-0.17902146,-0.4221871,-0.23431814,-0.33335546,-0.09577274,-0.18123357,-0.43965706,-0.21360098,-0.25929156,-0.3416148,-0.26438344,-0.25080135,-0.24439153,-0.25531957,-0.2292041
point_right,0.0,0.0,0.0,0.015749246,-0.1911731,-0.06459084,-0.015340476,-0.39522052,-0.12355121,-0.045744322,-0.55065995,-0.18615867,-0.08141561,-0.6949468,-0.2502911,-0.27168855,-0.49900785,-0.097698085,-0.47319528,-0.6123306,-0.17038332,-0.60483664,-0.65952116,-0.21656969,-0.71439,-0.6997447,-0.24957518,-0.313889,-0.3917474,-0.117724754,-0.40869272,-0.58156633,-0.22721723,-0.29964322,-0.6390474,-0.2768733,-0.19624954,-0.64176166,-0.29219,-0.3343319,-0.25500754,-0.14141448,-0.39868262,-0.40317202,-0.24319945,-0.27130613,-0.43943593,-0.24701984,-0.1631517,-0.43060336,-0.22780453,-0.33961266,-0.095641024,-0.16986287,-0.42160308,-0.20883466,-0.24019516,-0.32948118,-0.25598404,-0.23044664,-0.23544896,-0.2575766,-0.20828183
point_right,0.0,0.0,0.0,0.007649421,-0.17557694,-0.065371834,-0.03098726,-0.3753904,-0.12702125,-0.051118024,-0.5296385,-0.19240849,-0.0649261,-0.67219335,-0.25984037,-0.2910157,-0.47563547,-0.107579745,-0.48340118,-0.59824926,-0.18578902,-0.6079296,-0.6528815,-0.23385733,-0.7198881,-0.6940871,-0.26899445,-0.3281281,-0.36002326,-0.13159147,-0.40921402,-0.55575275,-0.25802943,-0.26647028,-0.60627747,-0.30801755,-0.14762132,-0.5934691,-0.31897125,-0.33810616,-0.22066975,-0.15901214,-0.3990607,-0.37239483,-0.27125105,-0.257214,-0.42242056,-0.27138615,-0.14711672,-0.41600516,-0.24683625,-0.33287627,-0.057601973,-0.19144516,-0.41685888,-0.168382,-0.2678177,-0.32637626,-0.22817582,-0.2579061,-0.23690526,-0.23846255,-0.23454328
point_right,0.0,0.0,0.0,0.010016783,-0.18133032,-0.06473061,-0.022743445,-0.38112175,-0.1265462,-0.039039414,-0.52720594,-0.19248891,-0.056429025,-0.6639837,-0.26074877,-0.287499,-0.4781548,-0.10796597,-0.48560292,-0.5997474,-0.18691318,-0.61091393,-0.65084225,-0.23599496,-0.72492576,-0.6888239,-0.27131718,-0.3256758,-0.35800034,-0.13206668,-0.4081488,-0.55290484,-0.2569732,-0.2682372,-0.6038844,-0.30903593,-0.15296568,-0.5944893,-0.3225229,-0.339098,-0.21525745,-0.15965399,-0.39978075,-0.3627549,-0.2720528,-0.25920781,-0.4143165,-0.27619535,-0.14872383,-0.41404787,-0.2543475,-0.33737922,-0.050891843,-0.19198436,-0.4306797,-0.15761305,-0.26887324,-0.33820358,-0.2162004,-0.26050887,-0.2429946,-0.22871803,-0.23828381
point_right,0.0,0.0,0.0,0.012669912,-0.18377508,-0.06595638,-0.018218111,-0.3823571,-0.12776765,-0.036300868,-0.5289495,-0.19270709,-0.06792527,-0.659783,-0.25924915,-0.27769983,-0.48293,-0.10753082,-0.47426125,-0.6038489,-0.18267284,-0.60052884,-0.657998,-0.23089044,-0.7143329,-0.699803,-0.266802,-0.31401074,-0.37053493,-0.12888195,-0.3962255,-0.5624968,-0.24606329,-0.26594952,-0.62109727,-0.29551348,-0.15787287,-0.6197491,-0.31023753,-0.32770926,-0.23237085,-0.15358804,-0.4045311,-0.37957776,-0.25640276,-0.27719408,-0.43181893,-0.25709412,-0.17337093,-0.43279886,-0.23707196,-0.32638437,-0.070122145,-0.18369827,-0.4175736,-0.17806362,-0.25552198,-0.32936996,-0.23588215,-0.24582344,-0.23868068,-0.2454284,-0.22439885
point_right,0.0,0.0,0.0,0.016601466,-0.17810865,-0.06677964,-0.01325715,-0.3819041,-0.12777342,-0.03463149,-0.534267,-0.19164462,-0.060621466,-0.67729795,-0.25741047,-0.27264345,-0.48093924,-0.10616937,-0.47050512,-0.60773355,-0.18314621,-0.5946291,-0.66481256,-0.23087259,-0.70711696,-0.7070936,-0.26564908,-0.31072187,-0.36837173,-0.12720507,-0.39176467,-0.5655299,-0.24973778,-0.2550078,-0.6139021,-0.3005091,-0.14300267,-0.6021867,-0.3134597,-0.3251688,-0.23173845,-0.1518076,-0.39456603,-0.3746509,-0.2603081,-0.2607474,-0.42475322,-0.26204216,-0.15502265,-0.42528254,-0.24012388,-0.32617825,-0.07120877,-0.18150893,-0.41416824,-0.17728403,-0.25665292,-0.32288122,-0.2340634,-0.24774688,-0.23169832,-0.24457394,-0.22569726
point_right,0.0,0.0,0.0,0.015814759,-0.17837405,-0.06723481,-0.013791291,-0.37195918,-0.1315919,-0.030306118,-0.5198729,-0.19883396,-0.05554573,-0.65960145,-0.2680485,-0.28051785,-0.4821589,-0.11349254,-0.4724283,-0.608106,-0.19162142,-0.594732,-0.6637318,-0.24076161,-0.7063939,-0.70781595,-0.2772256,-0.3170193,-0.3676175,-0.13631658,-0.39079624,-0.55973405,-0.25738698,-0.2526935,-0.6109523,-0.3066222,-0.14042701,-0.605865,-0.3210468,-0.32809967,-0.2273845,-0.16245474,-0.39755014,-0.37493032,-0.26887146,-0.2626769,-0.4233861,-0.2686369,-0.15478455,-0.4227365,-0.24808922,-0.32330033,-0.061610162,-0.19400665,-0.40770793,-0.16701017,-0.2689268,-0.3150003,-0.22471406,-0.2600729,-0.22213088,-0.23647666,-0.2392368
